,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,0.6402426958084106,0.5341941118240356,0.5309693069967018,0.4550226594561938,0.686327582788023,0.6597684909775927,0.8738303184509277,0.8499731421470642,0.8374224850685391,0.7954390451129056,0.8317965496728138,0.8080185405512592,0.49128735065460205,0.4151903849170672,0.642982847511402,0.642982847511402
1,0.5983157753944397,0.5974328517913818,0.48942422360034576,0.4628356101435248,0.6719066032123736,0.6653951021217529,0.861023485660553,0.8521411418914795,0.8294090304546547,0.808766721074841,0.8257089034304976,0.8146267102914931,0.44977280497550964,0.37370839163109537,0.63110499702558,0.63110499702558
2,0.6831455230712891,0.6415830850601196,0.5729913412634571,0.5396276192641736,0.7021638905413445,0.6905933967876263,0.8532252907752991,0.8640974760055542,0.8236536424859261,0.8326145231250034,0.8239648117102011,0.8276397977394407,0.46752122044563293,0.3802003488555595,0.6262790005948841,0.6262790005948841
3,0.543865442276001,0.5658682584762573,0.43529093365789606,0.43853153388517824,0.6533734880031727,0.6565065437239739,0.8607062101364136,0.8494276404380798,0.822164420611008,0.8118185650564722,0.8242469309393758,0.8170930001982947,0.4201890826225281,0.3381772386907121,0.6173755700971644,0.6173755700971644
4,0.6567169427871704,0.6504858136177063,0.5453445159838649,0.5395993761893959,0.6973007138607972,0.6958035891334523,0.8763067722320557,0.8612859845161438,0.8535380055024594,0.8160726249880301,0.8437068483766877,0.8189239209465266,0.5349923968315125,0.4173094370882918,0.6468768590124926,0.6468768590124926
5,0.5872721076011658,0.550175666809082,0.4697946615562271,0.4413484832631676,0.6673929208804283,0.6523349196906604,0.8554989099502563,0.8655456900596619,0.8232637628182647,0.8399365249282423,0.8230012799019343,0.8340934628858484,0.41423550248146057,0.3650708693443851,0.6263682331945271,0.6263682331945271
6,0.5109421014785767,0.4490070641040802,0.4207893845770159,0.38090475947429236,0.6464554828475114,0.6284057108863771,0.8624734282493591,0.8500658273696899,0.8391201123784375,0.8244221278659171,0.8350882411263137,0.8244100733690265,0.30587396025657654,0.2713862502081559,0.5905686099543923,0.5905686099543923
7,0.6111674308776855,0.5514298677444458,0.5258317642321966,0.44280447443630705,0.6893391830259766,0.6534528058695221,0.8695889711380005,0.8545035719871521,0.8536185078646957,0.829066797627552,0.8452923043642854,0.8277703417278075,0.45318472385406494,0.3691359767070405,0.6299672813801309,0.6299672813801309
8,0.4769951403141022,0.3967479467391968,0.371799871224646,0.3272304128754616,0.6250842752329963,0.6090918104302995,0.8504791259765625,0.8533870577812195,0.8283866899506063,0.8287211787637434,0.8273890000540804,0.8264896886773747,0.301551878452301,0.254713234991698,0.5817345825897282,0.5817345825897282
9,0.5389882326126099,0.5207585692405701,0.44159296318582086,0.4186778418943087,0.6523101328574261,0.6508898473131073,0.8504926562309265,0.8478379845619202,0.8178230628408056,0.8234464381938379,0.8219872730878085,0.8252718289378016,0.3816031515598297,0.30740572171550024,0.6040080309339679,0.6040080309339679
