,pearson_ht29_to_pc3,pearson_pc3_to_ht29,pearson_a375_to_pc3,pearson_pc3_to_a375,spear_ht29_to_pc3,spear_pc3_to_ht29,spear_a375_to_pc3,spear_pc3_to_a375,acc_ht29_to_pc3,acc_pc3_to_ht29,acc_a375_to_pc3,acc_pc3_to_a375,recon_pear,recon_spear,recon_acc,Direct_pearson_ht29,Direct_pearson_a375,Direct_spearman_ht29,Direct_spearman_a375,DirectAcc_ht29_to_pc3,DirectAcc_pc3_to_ht29,DirectAcc_a375_to_pc3,DirectAcc_pc3_to_a375
0,0.46532467007637024,0.5049467086791992,0.6864110231399536,0.5178070068359375,0.5939249000412887,0.6270490289362052,0.6256578947037335,0.6571108758405745,0.7101226993865031,0.7217791411042944,0.7239263803680982,0.7390593047034765,0.8090494275093079,0.7733426490564017,0.8010205094605597,0.43983644247055054,0.4655536115169525,0.41726143738484567,0.41681380713365224,0.6474437627811861,0.6474437627811861,0.6425357873210634,0.6425357873210634
1,0.363639235496521,0.376536101102829,0.6694421768188477,0.5158247351646423,0.5103820537590288,0.4976020098131085,0.5915443178967332,0.6342867675198542,0.6746060387345123,0.666125345843859,0.7072657283772406,0.7263322506916877,0.8059988617897034,0.7661079022335084,0.7979736010410857,0.3221885561943054,0.42136263847351074,0.32745887506980975,0.3675376382541611,0.6127150246601708,0.6127150246601708,0.6406231204138096,0.6406231204138096
2,0.5537587404251099,0.6344351172447205,0.7592207789421082,0.5553813576698303,0.6631718644962115,0.753723515501306,0.6597168773131785,0.7107362388162355,0.7299193365144284,0.7638604862531242,0.7332708475346512,0.753039082026812,0.8190038204193115,0.7768698152431868,0.8039266974207765,0.4745509922504425,0.4941678047180176,0.3984262550417068,0.4096138928290627,0.6279254714837537,0.6279254714837537,0.6358782094978416,0.6358782094978416
3,0.42475906014442444,0.4814165532588959,0.6039284467697144,0.44146865606307983,0.5587383254798328,0.591744626448323,0.5480985748456009,0.5817476602007019,0.6959100204498977,0.7099693251533743,0.6958588957055214,0.7077709611451943,0.8039419651031494,0.7758682304884629,0.8008578098702427,0.43677911162376404,0.4388618469238281,0.406537821987434,0.4048557549126725,0.6457055214723926,0.6457055214723926,0.6379345603271984,0.6379345603271984
4,0.5901156067848206,0.6476950645446777,0.7636696696281433,0.6326545476913452,0.6943795449458623,0.715886539997746,0.6773632325438116,0.6880688694463473,0.7617952088810985,0.7709611451942741,0.75,0.7523736488460415,0.8371326923370361,0.7795916100393364,0.8045260186922206,0.6274711489677429,0.6276248693466187,0.5504736864746892,0.5437761557725755,0.7091002044989775,0.7091002044989775,0.6906952965235174,0.6906952965235174
5,0.46295928955078125,0.5499632954597473,0.6209626793861389,0.5290210247039795,0.5401610158097087,0.6234326990086426,0.5146219885532474,0.5815046438785376,0.687048398091343,0.7131561008861621,0.674369461486026,0.7055214723926378,0.8046612739562988,0.7517872139301864,0.7910891464061197,0.4249288737773895,0.41284602880477905,0.3817425443780751,0.3700418538244092,0.6248807089297886,0.6248807089297886,0.6225630538513973,0.6225630538513973
6,0.4305140972137451,0.5256848931312561,0.6697028875350952,0.4895136058330536,0.5745839707762783,0.6007832368648048,0.6113943269658532,0.6029953069749834,0.701663878044246,0.7116564417177914,0.7178378880832869,0.7103086075478714,0.7979664206504822,0.7613578431560548,0.7932693162621143,0.45094799995422363,0.45338431000709534,0.3978643224363576,0.39783283062016594,0.6357129577988473,0.6357129577988473,0.6385015802193716,0.6385015802193716
7,0.44481420516967773,0.5683650970458984,0.6187900900840759,0.4251691997051239,0.5988325555970562,0.6417931114449406,0.612676639463771,0.5987534062119988,0.7089498376037532,0.7306026705160592,0.7093107181522916,0.7041380969565739,0.7914109826087952,0.7466488397304539,0.7845510317902954,0.4505714774131775,0.4160148501396179,0.396771376636873,0.3944258675937429,0.6356309394923613,0.6356309394923613,0.6329844821364128,0.6329844821364128
8,0.45778757333755493,0.5155690312385559,0.6450229287147522,0.5498764514923096,0.5694859836008531,0.5981981520368066,0.5782175846165457,0.601226209912215,0.7016871165644172,0.7025817995910021,0.6980444785276073,0.7165132924335378,0.8264018893241882,0.7690062552756785,0.7983902741036752,0.43419843912124634,0.4453020691871643,0.3803162904501456,0.3867115568448488,0.6292177914110431,0.6292177914110431,0.6361196319018405,0.6361196319018405
9,0.47356370091438293,0.5062931776046753,0.6404651999473572,0.5322814583778381,0.5786037940632729,0.6298955037734792,0.5437746834191051,0.6137230858391695,0.6952397182458532,0.7192115428311747,0.6866621222449444,0.7192115428311747,0.8237466812133789,0.7759649700889335,0.8004661102820612,0.4850884675979614,0.4736286997795105,0.40450519650071853,0.4068039178491387,0.6425812315382867,0.6425812315382867,0.6437173369688707,0.6437173369688707
